id	topic_id	thread_id	type	opt
q_872	A.87	3081320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""P(1)"" display=""block"">   <apply>     <times/>     <ci>𝑃</ci>     <cn type=""integer"">1</cn>   </apply> </math> "
q_873	A.87	3081320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""P(n)"" display=""block"">   <apply>     <times/>     <ci>𝑃</ci>     <ci>𝑛</ci>   </apply> </math> "
q_874	A.87	3081320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\left(\sum_{i=1}^{n+1}a_{i}\right)\left(\sum_{i=1}^{n+1}\frac{1}{a_{i}}\right)%&#10;=\left[\left(\sum_{i=1}^{n}a_{i}\right)+a_{n+1}\right]\left[\left(\sum_{i=1}^{%&#10;n}\frac{1}{a_{i}}\right)+\frac{1}{a_{n+1}}\right]"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑖</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>           <apply>             <plus/>             <ci>𝑛</ci>             <cn type=""integer"">1</cn>           </apply>         </apply>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑎</ci>           <ci>𝑖</ci>         </apply>       </apply>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑖</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>           <apply>             <plus/>             <ci>𝑛</ci>             <cn type=""integer"">1</cn>           </apply>         </apply>         <apply>           <divide/>           <cn type=""integer"">1</cn>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <ci>𝑖</ci>           </apply>         </apply>       </apply>     </apply>     <apply>       <times/>       <apply>         <csymbol cd=""latexml"">delimited-[]</csymbol>         <apply>           <plus/>           <apply>             <apply>               <csymbol cd=""ambiguous"">superscript</csymbol>               <apply>                 <csymbol cd=""ambiguous"">subscript</csymbol>                 <sum/>                 <apply>                   <eq/>                   <ci>𝑖</ci>                   <cn type=""integer"">1</cn>                 </apply>               </apply>               <ci>𝑛</ci>             </apply>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <ci>𝑎</ci>               <ci>𝑖</ci>             </apply>           </apply>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <apply>               <plus/>               <ci>𝑛</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>         </apply>       </apply>       <apply>         <csymbol cd=""latexml"">delimited-[]</csymbol>         <apply>           <plus/>           <apply>             <apply>               <csymbol cd=""ambiguous"">superscript</csymbol>               <apply>                 <csymbol cd=""ambiguous"">subscript</csymbol>                 <sum/>                 <apply>                   <eq/>                   <ci>𝑖</ci>                   <cn type=""integer"">1</cn>                 </apply>               </apply>               <ci>𝑛</ci>             </apply>             <apply>               <divide/>               <cn type=""integer"">1</cn>               <apply>                 <csymbol cd=""ambiguous"">subscript</csymbol>                 <ci>𝑎</ci>                 <ci>𝑖</ci>               </apply>             </apply>           </apply>           <apply>             <divide/>             <cn type=""integer"">1</cn>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <ci>𝑎</ci>               <apply>                 <plus/>                 <ci>𝑛</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>           </apply>         </apply>       </apply>     </apply>   </apply> </math> "
q_875	A.87	3081320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""=\left(\sum_{i=1}^{n}a_{i}\right)\left[\left(\sum_{i=1}^{n}\frac{1}{a_{i}}%&#10;\right)+\frac{1}{a_{n+1}}\right]+a_{n+1}\left[\left(\sum_{i=1}^{n}\frac{1}{a_{%&#10;i}}\right)+\frac{1}{a_{n+1}}\right]"" display=""block"">   <apply>     <eq/>     <csymbol cd=""latexml"">absent</csymbol>     <apply>       <plus/>       <apply>         <times/>         <apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <sum/>               <apply>                 <eq/>                 <ci>𝑖</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <ci>𝑖</ci>           </apply>         </apply>         <apply>           <csymbol cd=""latexml"">delimited-[]</csymbol>           <apply>             <plus/>             <apply>               <apply>                 <csymbol cd=""ambiguous"">superscript</csymbol>                 <apply>                   <csymbol cd=""ambiguous"">subscript</csymbol>                   <sum/>                   <apply>                     <eq/>                     <ci>𝑖</ci>                     <cn type=""integer"">1</cn>                   </apply>                 </apply>                 <ci>𝑛</ci>               </apply>               <apply>                 <divide/>                 <cn type=""integer"">1</cn>                 <apply>                   <csymbol cd=""ambiguous"">subscript</csymbol>                   <ci>𝑎</ci>                   <ci>𝑖</ci>                 </apply>               </apply>             </apply>             <apply>               <divide/>               <cn type=""integer"">1</cn>               <apply>                 <csymbol cd=""ambiguous"">subscript</csymbol>                 <ci>𝑎</ci>                 <apply>                   <plus/>                   <ci>𝑛</ci>                   <cn type=""integer"">1</cn>                 </apply>               </apply>             </apply>           </apply>         </apply>       </apply>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑎</ci>           <apply>             <plus/>             <ci>𝑛</ci>             <cn type=""integer"">1</cn>           </apply>         </apply>         <apply>           <csymbol cd=""latexml"">delimited-[]</csymbol>           <apply>             <plus/>             <apply>               <apply>                 <csymbol cd=""ambiguous"">superscript</csymbol>                 <apply>                   <csymbol cd=""ambiguous"">subscript</csymbol>                   <sum/>                   <apply>                     <eq/>                     <ci>𝑖</ci>                     <cn type=""integer"">1</cn>                   </apply>                 </apply>                 <ci>𝑛</ci>               </apply>               <apply>                 <divide/>                 <cn type=""integer"">1</cn>                 <apply>                   <csymbol cd=""ambiguous"">subscript</csymbol>                   <ci>𝑎</ci>                   <ci>𝑖</ci>                 </apply>               </apply>             </apply>             <apply>               <divide/>               <cn type=""integer"">1</cn>               <apply>                 <csymbol cd=""ambiguous"">subscript</csymbol>                 <ci>𝑎</ci>                 <apply>                   <plus/>                   <ci>𝑛</ci>                   <cn type=""integer"">1</cn>                 </apply>               </apply>             </apply>           </apply>         </apply>       </apply>     </apply>   </apply> </math> "
q_876	A.87	3081320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""=\left(\sum_{i=1}^{n}a_{i}\right)\left(\sum_{i=1}^{n}\frac{1}{a_{i}}\right)+%&#10;\left(\sum_{i=1}^{n}a_{i}\right)\frac{1}{a_{n+1}}+a_{n+1}\left(\sum_{i=1}^{n}%&#10;\frac{1}{a_{i}}\right)+a_{n+1}\frac{1}{a_{n+1}}"" display=""block"">   <apply>     <eq/>     <csymbol cd=""latexml"">absent</csymbol>     <apply>       <plus/>       <apply>         <times/>         <apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <sum/>               <apply>                 <eq/>                 <ci>𝑖</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <ci>𝑖</ci>           </apply>         </apply>         <apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <sum/>               <apply>                 <eq/>                 <ci>𝑖</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <divide/>             <cn type=""integer"">1</cn>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <ci>𝑎</ci>               <ci>𝑖</ci>             </apply>           </apply>         </apply>       </apply>       <apply>         <times/>         <apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <sum/>               <apply>                 <eq/>                 <ci>𝑖</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <ci>𝑖</ci>           </apply>         </apply>         <apply>           <divide/>           <cn type=""integer"">1</cn>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <apply>               <plus/>               <ci>𝑛</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>         </apply>       </apply>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑎</ci>           <apply>             <plus/>             <ci>𝑛</ci>             <cn type=""integer"">1</cn>           </apply>         </apply>         <apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <sum/>               <apply>                 <eq/>                 <ci>𝑖</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <divide/>             <cn type=""integer"">1</cn>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <ci>𝑎</ci>               <ci>𝑖</ci>             </apply>           </apply>         </apply>       </apply>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑎</ci>           <apply>             <plus/>             <ci>𝑛</ci>             <cn type=""integer"">1</cn>           </apply>         </apply>         <apply>           <divide/>           <cn type=""integer"">1</cn>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <apply>               <plus/>               <ci>𝑛</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>         </apply>       </apply>     </apply>   </apply> </math> "
q_877	A.87	3081320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""=\left(\sum_{i=1}^{n}a_{i}\right)\left(\sum_{i=1}^{n}\frac{1}{a_{i}}\right)+%&#10;\left(\sum_{i=1}^{n}a_{i}\right)\frac{1}{a_{n+1}}+a_{n+1}\left(\sum_{i=1}^{n}%&#10;\frac{1}{a_{i}}\right)+1"" display=""block"">   <apply>     <eq/>     <csymbol cd=""latexml"">absent</csymbol>     <apply>       <plus/>       <apply>         <times/>         <apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <sum/>               <apply>                 <eq/>                 <ci>𝑖</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <ci>𝑖</ci>           </apply>         </apply>         <apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <sum/>               <apply>                 <eq/>                 <ci>𝑖</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <divide/>             <cn type=""integer"">1</cn>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <ci>𝑎</ci>               <ci>𝑖</ci>             </apply>           </apply>         </apply>       </apply>       <apply>         <times/>         <apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <sum/>               <apply>                 <eq/>                 <ci>𝑖</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <ci>𝑖</ci>           </apply>         </apply>         <apply>           <divide/>           <cn type=""integer"">1</cn>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <apply>               <plus/>               <ci>𝑛</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>         </apply>       </apply>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑎</ci>           <apply>             <plus/>             <ci>𝑛</ci>             <cn type=""integer"">1</cn>           </apply>         </apply>         <apply>           <apply>             <csymbol cd=""ambiguous"">superscript</csymbol>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <sum/>               <apply>                 <eq/>                 <ci>𝑖</ci>                 <cn type=""integer"">1</cn>               </apply>             </apply>             <ci>𝑛</ci>           </apply>           <apply>             <divide/>             <cn type=""integer"">1</cn>             <apply>               <csymbol cd=""ambiguous"">subscript</csymbol>               <ci>𝑎</ci>               <ci>𝑖</ci>             </apply>           </apply>         </apply>       </apply>       <cn type=""integer"">1</cn>     </apply>   </apply> </math> "
q_878	A.87	3081320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\underbrace{\geq}_{IH}n^{2}+\left(\sum_{i=1}^{n}a_{i}\right)\frac{1}{a_{n+1}}+%&#10;a_{n+1}\left(\sum_{i=1}^{n}\frac{1}{a_{i}}\right)+1"" display=""block"">   <apply>     <plus/>     <apply>       <times/>       <apply>         <csymbol cd=""ambiguous"">subscript</csymbol>         <apply>           <ci>⏟</ci>           <geq/>         </apply>         <apply>           <times/>           <ci>𝐼</ci>           <ci>𝐻</ci>         </apply>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑛</ci>         <cn type=""integer"">2</cn>       </apply>     </apply>     <apply>       <times/>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑖</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>           <ci>𝑛</ci>         </apply>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑎</ci>           <ci>𝑖</ci>         </apply>       </apply>       <apply>         <divide/>         <cn type=""integer"">1</cn>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑎</ci>           <apply>             <plus/>             <ci>𝑛</ci>             <cn type=""integer"">1</cn>           </apply>         </apply>       </apply>     </apply>     <apply>       <times/>       <apply>         <csymbol cd=""ambiguous"">subscript</csymbol>         <ci>𝑎</ci>         <apply>           <plus/>           <ci>𝑛</ci>           <cn type=""integer"">1</cn>         </apply>       </apply>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑖</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>           <ci>𝑛</ci>         </apply>         <apply>           <divide/>           <cn type=""integer"">1</cn>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <ci>𝑖</ci>           </apply>         </apply>       </apply>     </apply>     <cn type=""integer"">1</cn>   </apply> </math> "
q_879	A.87	3081320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\big{(}\sum_{i=1}^{n}a_{i}\big{)}\frac{1}{a_{n+1}}+a_{n+1}\big{(}\sum_{i=1}^{n%&#10;}\frac{1}{a_{i}}\big{)}"" display=""block"">   <apply>     <plus/>     <apply>       <times/>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑖</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>           <ci>𝑛</ci>         </apply>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑎</ci>           <ci>𝑖</ci>         </apply>       </apply>       <apply>         <divide/>         <cn type=""integer"">1</cn>         <apply>           <csymbol cd=""ambiguous"">subscript</csymbol>           <ci>𝑎</ci>           <apply>             <plus/>             <ci>𝑛</ci>             <cn type=""integer"">1</cn>           </apply>         </apply>       </apply>     </apply>     <apply>       <times/>       <apply>         <csymbol cd=""ambiguous"">subscript</csymbol>         <ci>𝑎</ci>         <apply>           <plus/>           <ci>𝑛</ci>           <cn type=""integer"">1</cn>         </apply>       </apply>       <apply>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <sum/>             <apply>               <eq/>               <ci>𝑖</ci>               <cn type=""integer"">1</cn>             </apply>           </apply>           <ci>𝑛</ci>         </apply>         <apply>           <divide/>           <cn type=""integer"">1</cn>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝑎</ci>             <ci>𝑖</ci>           </apply>         </apply>       </apply>     </apply>   </apply> </math> "
q_880	A.88	3095026	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x^{4}+10x^{2}+1"" display=""block"">   <apply>     <plus/>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <ci>𝑥</ci>       <cn type=""integer"">4</cn>     </apply>     <apply>       <times/>       <cn type=""integer"">10</cn>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑥</ci>         <cn type=""integer"">2</cn>       </apply>     </apply>     <cn type=""integer"">1</cn>   </apply> </math> "
q_881	A.88	3095026	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\mathbb{Z}[x]"" display=""block"">   <apply>     <times/>     <mtext>\mathbb</mtext>     <ci>𝑍</ci>     <apply>       <csymbol cd=""latexml"">delimited-[]</csymbol>       <ci>𝑥</ci>     </apply>   </apply> </math> "
q_882	A.88	3095026	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x^{4}+10x^{2}+1"" display=""block"">   <apply>     <plus/>     <apply>       <csymbol cd=""ambiguous"">superscript</csymbol>       <ci>𝑥</ci>       <cn type=""integer"">4</cn>     </apply>     <apply>       <times/>       <cn type=""integer"">10</cn>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝑥</ci>         <cn type=""integer"">2</cn>       </apply>     </apply>     <cn type=""integer"">1</cn>   </apply> </math> "
q_883	A.88	3095026	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\mathbb{Z}[x]"" display=""block"">   <apply>     <times/>     <mtext>\mathbb</mtext>     <ci>𝑍</ci>     <apply>       <csymbol cd=""latexml"">delimited-[]</csymbol>       <ci>𝑥</ci>     </apply>   </apply> </math> "
q_884	A.89	3140361	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A^{2}+B^{2}=C^{2}+D^{2}"" display=""block"">   <apply>     <eq/>     <apply>       <plus/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝐴</ci>         <cn type=""integer"">2</cn>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝐵</ci>         <cn type=""integer"">2</cn>       </apply>     </apply>     <apply>       <plus/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝐶</ci>         <cn type=""integer"">2</cn>       </apply>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝐷</ci>         <cn type=""integer"">2</cn>       </apply>     </apply>   </apply> </math> "
q_885	A.89	3140361	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A,B,C,D"" display=""block"">   <list>     <ci>𝐴</ci>     <ci>𝐵</ci>     <ci>𝐶</ci>     <ci>𝐷</ci>   </list> </math> "
q_886	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A"" display=""block"">   <ci>𝐴</ci> </math> "
q_887	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n\times n"" display=""block"">   <apply>     <times/>     <ci>𝑛</ci>     <ci>𝑛</ci>   </apply> </math> "
q_888	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A"" display=""block"">   <ci>𝐴</ci> </math> "
q_889	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n\times n"" display=""block"">   <apply>     <times/>     <ci>𝑛</ci>     <ci>𝑛</ci>   </apply> </math> "
q_890	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A^{-1}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝐴</ci>     <apply>       <minus/>       <cn type=""integer"">1</cn>     </apply>   </apply> </math> "
q_891	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A^{-1}A=\mathbb I_{n}\ \ \land\ \ AA^{-1}=\mathbb I_{n}\ \ \ \ (1)"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">formulae-sequence</csymbol>     <apply>       <eq/>       <apply>         <times/>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝐴</ci>           <apply>             <minus/>             <cn type=""integer"">1</cn>           </apply>         </apply>         <ci>𝐴</ci>       </apply>       <list>         <apply>           <times/>           <mtext>\mathbb</mtext>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝐼</ci>             <ci>𝑛</ci>           </apply>         </apply>         <and/>       </list>     </apply>     <apply>       <eq/>       <apply>         <times/>         <ci>𝐴</ci>         <apply>           <csymbol cd=""ambiguous"">superscript</csymbol>           <ci>𝐴</ci>           <apply>             <minus/>             <cn type=""integer"">1</cn>           </apply>         </apply>       </apply>       <list>         <apply>           <times/>           <mtext>\mathbb</mtext>           <apply>             <csymbol cd=""ambiguous"">subscript</csymbol>             <ci>𝐼</ci>             <ci>𝑛</ci>           </apply>         </apply>         <cn type=""integer"">1</cn>       </list>     </apply>   </apply> </math> "
q_892	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\mathbb I_{n}"" display=""block"">   <apply>     <times/>     <mtext>\mathbb</mtext>     <apply>       <csymbol cd=""ambiguous"">subscript</csymbol>       <ci>𝐼</ci>       <ci>𝑛</ci>     </apply>   </apply> </math> "
q_893	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n\times n"" display=""block"">   <apply>     <times/>     <ci>𝑛</ci>     <ci>𝑛</ci>   </apply> </math> "
q_894	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A^{-1}A=\mathbb I_{n}"" display=""block"">   <apply>     <eq/>     <apply>       <times/>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝐴</ci>         <apply>           <minus/>           <cn type=""integer"">1</cn>         </apply>       </apply>       <ci>𝐴</ci>     </apply>     <apply>       <times/>       <mtext>\mathbb</mtext>       <apply>         <csymbol cd=""ambiguous"">subscript</csymbol>         <ci>𝐼</ci>         <ci>𝑛</ci>       </apply>     </apply>   </apply> </math> "
q_895	A.90	3143980	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""AA^{-1}\neq\mathbb I_{n}"" display=""block"">   <apply>     <neq/>     <apply>       <times/>       <ci>𝐴</ci>       <apply>         <csymbol cd=""ambiguous"">superscript</csymbol>         <ci>𝐴</ci>         <apply>           <minus/>           <cn type=""integer"">1</cn>         </apply>       </apply>     </apply>     <apply>       <times/>       <mtext>\mathbb</mtext>       <apply>         <csymbol cd=""ambiguous"">subscript</csymbol>         <ci>𝐼</ci>         <ci>𝑛</ci>       </apply>     </apply>   </apply> </math> "
q_896	A.91	3175187	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\mathbb{R}\to\mathbb{R}"" display=""block"">   <apply>     <ci>→</ci>     <apply>       <times/>       <mtext>\mathbb</mtext>       <ci>𝑅</ci>     </apply>     <apply>       <times/>       <mtext>\mathbb</mtext>       <ci>𝑅</ci>     </apply>   </apply> </math> "
q_897	A.91	3175187	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""2"" display=""block"">   <cn type=""integer"">2</cn> </math> "
q_898	A.91	3175187	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x^{2}"" display=""block"">   <apply>     <csymbol cd=""ambiguous"">superscript</csymbol>     <ci>𝑥</ci>     <cn type=""integer"">2</cn>   </apply> </math> "
q_899	A.91	3175187	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""0"" display=""block"">   <cn type=""integer"">0</cn> </math> "
q_900	A.91	3175187	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""3"" display=""block"">   <cn type=""integer"">3</cn> </math> "
q_901	A.92	3176291	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\mathbb F_{q}[X,Y]"" display=""block"">   <apply>     <times/>     <mtext>\mathbb</mtext>     <apply>       <csymbol cd=""ambiguous"">subscript</csymbol>       <ci>𝐹</ci>       <ci>𝑞</ci>     </apply>     <interval closure=""closed"">       <ci>𝑋</ci>       <ci>𝑌</ci>     </interval>   </apply> </math> "
q_902	A.92	3176291	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""K"" display=""block"">   <ci>𝐾</ci> </math> "
q_903	A.92	3176291	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""K[X,Y]"" display=""block"">   <apply>     <times/>     <ci>𝐾</ci>     <interval closure=""closed"">       <ci>𝑋</ci>       <ci>𝑌</ci>     </interval>   </apply> </math> "
q_904	A.92	3176291	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\mathbb F_{q}[X,Y]"" display=""block"">   <apply>     <times/>     <mtext>\mathbb</mtext>     <apply>       <csymbol cd=""ambiguous"">subscript</csymbol>       <ci>𝐹</ci>       <ci>𝑞</ci>     </apply>     <interval closure=""closed"">       <ci>𝑋</ci>       <ci>𝑌</ci>     </interval>   </apply> </math> "
